age,job,marital,education,housing,loan,deposit
55,management,single,tertiary,no,no,no
40,services,single,secondary,yes,no,no
30,technician,married,secondary,yes,yes,no
36,services,married,secondary,yes,no,no
34,services,divorced,secondary,yes,yes,no
46,entrepreneur,married,secondary,yes,no,no
55,management,married,tertiary,yes,no,no
56,blue-collar,divorced,primary,no,no,no
34,admin.,single,secondary,yes,no,no
42,management,married,tertiary,no,no,no
48,blue-collar,married,primary,no,no,no
51,management,married,primary,yes,no,no
45,blue-collar,single,tertiary,no,yes,no
35,self-employed,single,primary,yes,no,no
63,self-employed,married,tertiary,no,no,no
35,blue-collar,married,secondary,yes,yes,no
25,student,single,secondary,yes,no,no
26,self-employed,married,secondary,yes,yes,no
29,management,single,tertiary,no,no,no
26,management,married,tertiary,no,no,no
26,blue-collar,single,secondary,yes,no,no
23,management,single,tertiary,yes,no,no
51,management,single,unknown,no,no,no
51,blue-collar,married,secondary,yes,no,no
43,technician,married,secondary,yes,no,no
81,retired,divorced,primary,no,no,no
42,management,divorced,tertiary,no,no,no
41,services,married,secondary,yes,yes,no
35,technician,single,secondary,no,no,no
32,management,married,tertiary,no,yes,no
51,services,single,secondary,yes,no,no
33,technician,married,secondary,yes,no,no
38,self-employed,married,secondary,yes,no,no
48,retired,married,tertiary,no,yes,no
50,technician,divorced,secondary,yes,no,no
39,blue-collar,single,secondary,yes,no,no
30,services,single,secondary,yes,no,no
39,technician,married,secondary,no,yes,no
35,technician,married,tertiary,no,no,no
41,technician,married,secondary,yes,no,no
41,admin.,married,secondary,yes,no,no
35,blue-collar,married,primary,yes,no,no
43,management,married,primary,yes,no,no
27,services,married,secondary,yes,yes,no
32,technician,married,secondary,no,yes,no
39,technician,divorced,secondary,yes,yes,no
37,management,married,tertiary,yes,no,no
40,entrepreneur,married,secondary,yes,no,no
33,blue-collar,married,secondary,yes,no,no
29,management,married,tertiary,yes,no,no
50,housemaid,married,primary,no,no,no
39,admin.,married,primary,yes,no,no
32,technician,single,secondary,yes,no,no
49,management,married,tertiary,no,no,no
37,blue-collar,married,secondary,yes,no,no
57,blue-collar,married,primary,no,yes,no
44,management,married,secondary,no,no,no
36,self-employed,married,secondary,yes,no,no
55,management,single,secondary,yes,no,no
40,admin.,married,primary,yes,no,no
40,blue-collar,married,secondary,yes,yes,no
44,management,married,secondary,yes,no,no
41,services,married,primary,yes,no,no
65,retired,married,secondary,no,no,no
31,blue-collar,married,secondary,yes,no,no
48,blue-collar,married,secondary,no,yes,no
55,retired,married,tertiary,yes,no,no
34,admin.,married,secondary,yes,no,no
36,admin.,single,secondary,yes,no,no
33,management,married,tertiary,yes,no,no
46,management,married,tertiary,no,no,no
52,management,married,tertiary,no,no,no
33,management,married,tertiary,no,no,no
29,blue-collar,married,secondary,yes,no,no
36,technician,married,primary,yes,yes,no
37,admin.,married,secondary,yes,no,no
53,blue-collar,married,primary,no,no,no
28,unemployed,married,secondary,yes,yes,no
19,student,single,secondary,no,no,no
41,housemaid,married,primary,no,no,no
33,services,single,secondary,yes,no,no
28,management,single,tertiary,yes,no,no
40,admin.,married,secondary,yes,no,no
78,retired,married,unknown,no,no,no
29,services,single,secondary,yes,no,no
36,unemployed,married,secondary,yes,no,no
59,entrepreneur,married,primary,yes,no,no
34,services,married,secondary,yes,no,no
82,retired,married,unknown,no,no,no
36,management,married,tertiary,no,no,no
48,management,married,primary,no,no,no
36,blue-collar,married,primary,yes,yes,no
25,technician,single,secondary,no,no,no
40,technician,single,secondary,yes,no,no
33,services,married,tertiary,no,no,no
30,blue-collar,divorced,secondary,yes,no,no
27,services,single,secondary,yes,no,no
34,technician,married,tertiary,no,no,no
28,services,single,secondary,no,no,no
40,blue-collar,married,primary,yes,no,no
47,retired,married,secondary,yes,no,no
59,unknown,divorced,unknown,no,no,no
30,services,single,secondary,yes,no,no
39,unemployed,single,secondary,yes,no,no
44,blue-collar,married,secondary,yes,no,no
46,management,single,tertiary,no,no,no
32,housemaid,married,tertiary,yes,no,no
35,admin.,divorced,secondary,no,yes,no
35,management,single,tertiary,yes,no,no
38,management,married,tertiary,yes,no,no
27,housemaid,married,primary,no,no,no
32,housemaid,divorced,secondary,yes,no,no
37,admin.,divorced,secondary,yes,no,no
59,entrepreneur,married,tertiary,no,no,no
32,technician,married,tertiary,no,no,no
31,technician,married,secondary,yes,no,no
55,technician,married,secondary,no,no,no
26,technician,single,secondary,no,no,no
30,blue-collar,single,secondary,yes,yes,no
34,admin.,married,secondary,no,no,no
83,retired,divorced,primary,no,no,no
46,self-employed,married,primary,no,no,no
48,blue-collar,married,primary,yes,no,no
47,blue-collar,married,secondary,no,no,no
31,technician,married,secondary,no,no,no
32,entrepreneur,married,unknown,yes,no,no
32,technician,married,secondary,yes,no,no
39,admin.,single,secondary,no,no,no
54,management,married,tertiary,yes,yes,no
55,retired,married,secondary,yes,no,no
28,technician,single,secondary,yes,no,no
48,housemaid,single,secondary,no,no,no
44,management,married,tertiary,no,no,no
47,technician,married,secondary,no,no,no
43,blue-collar,married,secondary,yes,yes,no
53,housemaid,married,primary,no,no,no
42,blue-collar,married,secondary,yes,no,no
39,management,single,tertiary,yes,yes,no
37,blue-collar,married,secondary,yes,no,no
58,management,married,tertiary,yes,no,no
31,services,single,secondary,no,no,no
40,technician,married,secondary,yes,no,no
38,services,married,secondary,no,yes,no
46,admin.,divorced,secondary,yes,no,no
31,technician,married,secondary,yes,yes,no
32,management,married,tertiary,no,no,no
46,entrepreneur,married,tertiary,yes,no,no
25,blue-collar,married,secondary,yes,no,no
28,blue-collar,single,secondary,yes,no,no
40,blue-collar,married,primary,yes,no,no
31,admin.,single,secondary,yes,no,no
39,management,married,secondary,yes,no,no
36,admin.,married,secondary,yes,no,no
37,services,married,secondary,yes,yes,no
48,blue-collar,married,primary,yes,no,no
34,technician,married,tertiary,yes,no,no
24,student,single,primary,no,no,no
33,management,single,tertiary,no,no,no
54,technician,married,secondary,no,no,no
56,admin.,married,primary,yes,no,no
41,management,divorced,tertiary,yes,no,no
46,blue-collar,married,primary,yes,no,no
27,services,single,secondary,no,yes,no
32,admin.,single,secondary,yes,no,no
40,retired,married,secondary,no,no,no
38,blue-collar,divorced,primary,no,no,no
36,blue-collar,married,secondary,yes,no,no
33,management,single,tertiary,no,no,no
31,management,single,tertiary,no,no,no
34,blue-collar,married,secondary,yes,yes,no
34,self-employed,married,secondary,yes,no,no
45,admin.,married,secondary,no,no,no
52,blue-collar,married,primary,yes,no,no
37,services,single,tertiary,yes,no,no
30,blue-collar,married,primary,yes,yes,no
35,technician,single,tertiary,no,no,no
31,technician,single,secondary,yes,no,no
47,housemaid,married,primary,no,no,no
32,entrepreneur,married,tertiary,yes,yes,no
32,technician,divorced,secondary,yes,no,no
39,blue-collar,single,secondary,yes,no,no
31,blue-collar,married,secondary,yes,no,no
31,technician,married,tertiary,no,no,no
44,management,married,tertiary,yes,no,no
40,entrepreneur,married,tertiary,yes,no,no
77,retired,married,primary,no,no,no
34,blue-collar,married,secondary,yes,no,no
48,technician,married,secondary,yes,no,no
31,technician,single,secondary,yes,no,no
31,management,single,tertiary,no,no,no
32,blue-collar,single,secondary,yes,no,no
42,admin.,married,secondary,yes,no,no
35,management,single,tertiary,no,no,no
57,entrepreneur,married,primary,yes,yes,no
56,retired,married,secondary,no,no,no
34,management,married,tertiary,no,no,no
52,technician,married,secondary,no,yes,no
31,admin.,single,secondary,yes,yes,no
42,technician,single,secondary,yes,no,no
46,blue-collar,married,primary,yes,no,no
32,technician,married,secondary,no,no,no
47,blue-collar,married,secondary,no,no,no
46,blue-collar,divorced,secondary,yes,no,no
41,admin.,single,secondary,yes,no,no
42,admin.,single,secondary,yes,no,no
31,self-employed,married,tertiary,no,no,no
47,admin.,single,tertiary,no,no,no
60,retired,married,tertiary,no,no,no
35,entrepreneur,single,tertiary,yes,no,no
46,services,divorced,secondary,yes,yes,no
40,services,married,secondary,no,no,no
48,unknown,married,unknown,no,no,no
52,blue-collar,married,primary,no,no,no
50,blue-collar,married,primary,yes,no,no
34,technician,married,secondary,no,no,no
34,admin.,married,tertiary,no,yes,no
44,management,married,tertiary,yes,no,no
44,blue-collar,married,primary,no,no,no
28,services,single,secondary,yes,no,no
28,self-employed,single,tertiary,no,no,no
29,management,married,secondary,yes,no,no
29,student,single,secondary,no,no,no
55,management,married,tertiary,no,no,no
31,admin.,married,secondary,yes,no,no
31,admin.,single,secondary,no,yes,no
32,management,single,tertiary,yes,no,no
31,technician,single,tertiary,yes,no,no
47,housemaid,married,secondary,no,no,no
34,technician,single,secondary,yes,no,no
53,management,married,tertiary,no,no,no
29,admin.,single,secondary,no,no,no
50,management,married,secondary,no,no,no
49,services,married,secondary,yes,yes,no
32,technician,married,secondary,no,no,no
42,technician,married,secondary,yes,no,no
37,admin.,single,secondary,yes,no,no
36,technician,married,tertiary,yes,yes,no
33,blue-collar,married,secondary,no,no,no
36,blue-collar,married,secondary,yes,no,no
30,services,married,secondary,yes,no,no
57,self-employed,married,secondary,no,no,no
37,admin.,married,tertiary,no,no,no
25,services,divorced,secondary,no,no,no
70,retired,divorced,primary,no,no,no
41,management,married,tertiary,no,no,no
26,management,single,tertiary,yes,no,no
53,entrepreneur,married,primary,yes,no,no
55,management,married,unknown,no,no,no
23,technician,single,secondary,yes,no,no
45,management,married,tertiary,yes,no,no
34,self-employed,married,secondary,yes,yes,no
35,management,married,tertiary,yes,no,no
30,management,divorced,tertiary,no,no,no
36,admin.,divorced,secondary,yes,no,no
48,self-employed,married,tertiary,yes,no,no
67,retired,divorced,primary,no,no,no
35,technician,single,tertiary,yes,no,no
38,housemaid,divorced,tertiary,no,no,no
44,blue-collar,married,primary,yes,no,no
54,blue-collar,married,secondary,yes,no,no
42,management,divorced,tertiary,yes,no,no
36,technician,single,tertiary,no,no,no
26,technician,single,secondary,no,yes,no
35,management,married,tertiary,no,no,no
33,technician,divorced,secondary,yes,no,no
58,services,married,secondary,yes,yes,no
21,blue-collar,single,secondary,no,no,no
34,blue-collar,married,secondary,yes,yes,no
38,blue-collar,single,secondary,no,no,no
41,technician,married,secondary,no,yes,no
36,management,single,secondary,no,no,no
38,self-employed,single,secondary,no,no,no
25,technician,married,secondary,yes,no,no
34,technician,married,secondary,no,no,no
34,technician,married,secondary,yes,yes,no
45,blue-collar,married,secondary,yes,no,no
30,technician,single,secondary,yes,yes,no
42,technician,married,secondary,yes,no,no
50,unemployed,married,secondary,yes,no,no
33,technician,married,secondary,no,no,no
35,management,married,tertiary,yes,no,no
59,blue-collar,married,secondary,no,yes,no
38,blue-collar,married,primary,no,no,no
33,services,married,secondary,no,no,no
45,technician,divorced,unknown,no,yes,no
37,unemployed,single,secondary,no,no,no
35,technician,single,tertiary,yes,no,no
41,blue-collar,single,primary,yes,no,no
33,management,married,tertiary,yes,no,no
30,management,single,tertiary,yes,no,no
49,housemaid,married,primary,no,no,no
39,management,married,secondary,yes,no,no
44,entrepreneur,divorced,secondary,no,no,no
38,blue-collar,married,primary,no,no,no
27,admin.,single,secondary,yes,no,no
45,management,married,tertiary,no,no,no
40,management,divorced,tertiary,yes,no,no
53,services,married,primary,yes,no,no
32,management,single,tertiary,yes,no,no
34,blue-collar,married,secondary,yes,no,no
29,blue-collar,married,secondary,yes,yes,no
34,services,single,secondary,yes,no,no
40,admin.,married,secondary,yes,yes,no
44,technician,married,secondary,yes,no,no
36,management,single,tertiary,no,yes,no
39,technician,married,tertiary,no,no,no
58,blue-collar,married,primary,yes,no,no
37,technician,married,secondary,no,no,no
31,management,married,tertiary,yes,no,no
46,blue-collar,divorced,secondary,yes,no,no
26,student,single,tertiary,no,no,no
37,services,married,secondary,yes,no,no
39,services,married,secondary,yes,no,no
36,management,married,tertiary,yes,no,no
29,management,married,tertiary,yes,no,no
47,technician,divorced,secondary,no,no,no
47,management,married,tertiary,yes,no,no
44,services,single,secondary,yes,no,no
24,admin.,single,secondary,no,no,no
30,blue-collar,married,secondary,yes,yes,no
55,management,single,tertiary,no,no,no
41,admin.,married,secondary,no,yes,no
57,admin.,married,primary,yes,yes,no
34,blue-collar,married,primary,yes,no,no
31,admin.,single,secondary,no,no,no
56,entrepreneur,divorced,primary,no,no,no
53,management,married,unknown,yes,no,no
33,management,single,tertiary,no,no,no
67,admin.,married,primary,no,no,no
53,housemaid,married,primary,no,no,no
41,housemaid,married,primary,no,no,no
46,housemaid,married,primary,yes,no,no
58,admin.,married,secondary,yes,yes,no
39,blue-collar,married,primary,yes,no,no
30,technician,single,secondary,no,no,no
37,blue-collar,married,primary,yes,no,no
45,management,married,tertiary,no,no,no
50,housemaid,married,tertiary,yes,no,no
30,technician,single,secondary,yes,no,no
29,blue-collar,married,secondary,yes,yes,no
32,self-employed,married,primary,yes,no,no
37,management,married,tertiary,yes,no,no
26,services,single,secondary,yes,no,no
51,management,single,tertiary,yes,no,no
38,admin.,married,primary,no,no,no
72,retired,divorced,primary,no,no,no
42,technician,divorced,secondary,yes,yes,no
57,blue-collar,single,primary,no,yes,no
22,student,single,unknown,no,no,no
46,management,married,tertiary,no,no,no
32,unemployed,married,secondary,yes,no,no
42,technician,married,tertiary,no,no,no
37,blue-collar,married,secondary,no,no,no
27,self-employed,single,tertiary,yes,no,no
30,management,married,tertiary,yes,no,no
34,management,married,tertiary,no,no,no
56,management,married,tertiary,yes,no,no
54,services,married,secondary,no,yes,no
57,management,married,secondary,yes,no,no
56,management,married,tertiary,no,yes,no
41,services,married,secondary,no,yes,no
32,management,single,tertiary,yes,no,no
34,services,married,secondary,yes,no,no
30,services,single,secondary,yes,no,no
42,technician,divorced,tertiary,no,no,no
40,housemaid,married,tertiary,yes,no,no
36,technician,single,secondary,yes,yes,no
42,services,married,primary,yes,no,no
34,management,married,tertiary,no,no,no
30,services,divorced,secondary,yes,no,no
35,blue-collar,married,secondary,no,no,no
44,blue-collar,single,primary,no,no,no
46,admin.,married,secondary,no,yes,no
38,services,married,tertiary,yes,no,no
32,services,single,tertiary,no,no,no
34,management,married,tertiary,no,no,no
53,services,divorced,primary,no,no,no
38,services,married,primary,no,no,no
54,management,married,tertiary,yes,no,no
32,blue-collar,single,secondary,yes,no,no
33,management,married,tertiary,yes,no,no
46,technician,married,secondary,no,no,no
49,management,married,tertiary,no,no,no
37,management,married,tertiary,no,yes,no
40,blue-collar,married,secondary,yes,no,no
35,blue-collar,married,secondary,no,no,no
26,services,divorced,primary,yes,no,no
27,blue-collar,single,primary,yes,no,no
39,management,married,tertiary,yes,no,no
31,services,single,tertiary,no,no,no
53,blue-collar,married,secondary,yes,yes,no
50,entrepreneur,divorced,tertiary,no,no,no
36,blue-collar,single,secondary,yes,no,no
46,blue-collar,married,secondary,yes,no,no
36,services,married,tertiary,yes,no,no
38,housemaid,married,primary,no,no,no
44,management,married,tertiary,yes,yes,no
56,retired,married,secondary,no,no,no
37,management,single,tertiary,yes,no,no
51,blue-collar,married,primary,no,yes,no
41,technician,married,secondary,yes,no,no
55,technician,divorced,tertiary,yes,no,no
38,management,divorced,tertiary,yes,no,no
21,management,single,tertiary,no,yes,no
40,entrepreneur,married,tertiary,no,no,no
39,technician,married,secondary,no,no,no
30,blue-collar,married,secondary,yes,no,no
28,services,single,secondary,yes,no,no
58,services,married,secondary,no,no,no
50,unemployed,married,secondary,yes,no,no
32,blue-collar,single,secondary,yes,no,no
44,technician,single,secondary,yes,no,no
47,technician,married,secondary,yes,no,no
45,unknown,married,primary,no,no,no
48,services,divorced,secondary,yes,no,no
60,management,married,tertiary,no,no,no
45,blue-collar,married,secondary,no,no,no
31,technician,single,secondary,no,no,no
30,admin.,single,secondary,yes,no,no
52,management,married,primary,no,no,no
31,blue-collar,married,secondary,yes,yes,no
53,blue-collar,married,secondary,yes,no,no
47,blue-collar,married,primary,yes,no,no
42,technician,married,tertiary,no,yes,no
57,admin.,married,unknown,yes,no,no
35,self-employed,divorced,secondary,no,no,no
47,unemployed,married,primary,no,no,no
37,management,married,tertiary,yes,no,no
55,unemployed,married,primary,no,no,no
58,management,married,tertiary,yes,no,no
33,entrepreneur,married,secondary,yes,no,no
29,blue-collar,married,secondary,yes,no,no
41,unemployed,divorced,secondary,yes,no,no
53,retired,married,secondary,yes,no,no
41,entrepreneur,single,primary,no,yes,no
42,unemployed,married,tertiary,no,no,no
52,admin.,married,primary,no,no,no
42,services,divorced,secondary,no,no,no
33,services,single,secondary,yes,no,no
44,blue-collar,single,primary,no,no,no
53,management,married,tertiary,no,no,no
35,technician,single,secondary,yes,no,no
47,entrepreneur,married,unknown,yes,no,no
59,admin.,married,secondary,yes,no,no
31,management,single,tertiary,yes,no,no
40,management,married,tertiary,yes,no,no
55,management,married,tertiary,no,no,no
41,self-employed,single,tertiary,yes,no,no
46,blue-collar,married,secondary,yes,no,no
35,services,divorced,secondary,no,no,no
46,technician,divorced,secondary,yes,no,no
31,blue-collar,married,secondary,yes,yes,no
49,management,married,tertiary,no,no,no
37,technician,married,secondary,yes,no,no
41,technician,single,tertiary,yes,no,no
42,blue-collar,married,secondary,yes,no,no
34,technician,single,secondary,no,no,no
55,technician,married,secondary,no,no,no
49,unemployed,married,primary,yes,no,no
59,technician,married,primary,yes,no,no
26,technician,single,secondary,yes,yes,no
43,self-employed,married,tertiary,no,no,no
35,management,single,tertiary,yes,no,no
43,management,married,tertiary,yes,no,no
51,blue-collar,married,tertiary,yes,no,no
29,technician,single,secondary,no,yes,no
42,self-employed,married,secondary,yes,no,no
73,retired,married,primary,no,no,no
39,services,married,secondary,yes,no,no
39,management,married,tertiary,no,yes,no
44,entrepreneur,married,secondary,yes,yes,no
30,admin.,single,secondary,yes,no,no
32,admin.,married,tertiary,yes,no,no
57,retired,married,secondary,no,no,no
55,blue-collar,married,secondary,no,no,no
24,self-employed,single,tertiary,yes,no,no
41,services,married,secondary,yes,no,no
39,admin.,married,tertiary,yes,no,no
52,self-employed,married,secondary,yes,no,no
28,services,single,secondary,no,yes,no
56,management,married,primary,no,no,no
33,technician,married,secondary,yes,yes,no
41,management,married,tertiary,yes,no,no
32,management,married,tertiary,no,no,no
50,housemaid,married,tertiary,no,no,no
28,services,single,secondary,yes,no,no
36,management,married,tertiary,no,yes,no
36,blue-collar,married,primary,yes,no,no
53,housemaid,married,primary,no,no,no
40,admin.,married,secondary,no,no,no
34,technician,single,secondary,no,no,no
35,admin.,single,secondary,yes,no,no
55,technician,married,secondary,yes,yes,no
49,management,married,tertiary,no,no,no
57,retired,married,primary,yes,yes,no
44,blue-collar,single,secondary,yes,no,no
57,retired,married,primary,no,no,no
36,management,married,tertiary,yes,no,no
53,services,divorced,primary,yes,no,no
25,admin.,single,secondary,no,yes,no
26,unemployed,single,tertiary,no,no,no
33,management,single,tertiary,yes,yes,no
33,admin.,married,tertiary,no,no,no
29,technician,single,tertiary,yes,no,no
34,admin.,divorced,secondary,yes,no,no
46,services,divorced,unknown,no,no,no
25,admin.,married,secondary,yes,no,no
57,retired,married,primary,no,yes,no
50,management,married,tertiary,no,no,no
48,blue-collar,married,primary,yes,no,no
32,admin.,single,secondary,no,no,no
45,blue-collar,single,primary,no,no,no
32,services,married,secondary,yes,yes,no
34,management,married,tertiary,yes,no,no
56,blue-collar,married,secondary,yes,yes,no
49,management,single,tertiary,yes,yes,no
54,admin.,married,tertiary,no,no,no
44,management,single,tertiary,yes,no,no
35,blue-collar,single,primary,no,no,no
31,management,married,tertiary,yes,no,no
34,management,married,secondary,yes,no,no
38,management,single,tertiary,yes,no,no
56,management,married,tertiary,yes,no,no
49,technician,married,secondary,yes,yes,no
44,blue-collar,married,secondary,yes,no,no
33,admin.,married,tertiary,yes,yes,no
33,technician,single,secondary,no,no,no
29,services,single,secondary,no,yes,no
34,blue-collar,married,primary,yes,no,no
57,blue-collar,divorced,primary,yes,no,no
34,admin.,married,secondary,no,no,no
55,blue-collar,married,secondary,no,no,no
47,technician,divorced,secondary,yes,no,no
48,blue-collar,married,secondary,no,yes,no
36,technician,single,secondary,yes,no,no
34,blue-collar,married,secondary,yes,no,no
43,blue-collar,married,unknown,yes,no,no
55,management,married,tertiary,yes,no,no
58,admin.,married,secondary,yes,no,no
62,self-employed,married,tertiary,no,no,no
32,management,married,tertiary,yes,no,no
35,management,married,tertiary,yes,no,no
33,management,single,tertiary,no,no,no
54,technician,married,primary,yes,no,no
41,blue-collar,married,secondary,yes,no,no
58,retired,married,primary,yes,no,no
34,management,single,tertiary,no,no,no
58,blue-collar,married,primary,no,no,no
30,technician,married,secondary,no,no,no
40,blue-collar,married,primary,yes,no,no
35,management,married,tertiary,no,yes,no
37,admin.,single,secondary,yes,no,no
32,blue-collar,single,secondary,yes,no,no
33,services,married,secondary,yes,no,no
48,technician,married,secondary,no,no,no
46,blue-collar,divorced,primary,no,yes,no
35,management,single,tertiary,no,yes,no
32,management,single,tertiary,yes,no,no
30,self-employed,single,tertiary,no,no,no
46,technician,married,tertiary,no,no,no
27,student,single,tertiary,yes,no,no
40,blue-collar,married,secondary,yes,no,no
60,entrepreneur,married,primary,yes,no,no
28,admin.,single,tertiary,yes,no,no
27,admin.,single,unknown,yes,no,no
31,blue-collar,single,secondary,no,no,no
28,blue-collar,married,secondary,no,no,no
27,blue-collar,single,secondary,no,no,no
36,unemployed,divorced,secondary,no,no,no
41,technician,married,secondary,yes,no,no
30,services,single,secondary,yes,no,no
52,management,single,tertiary,no,yes,no
35,admin.,married,secondary,yes,no,no
37,housemaid,single,tertiary,no,no,no
37,services,married,secondary,yes,no,no
48,management,divorced,tertiary,no,yes,no
38,unemployed,married,secondary,no,no,no
44,technician,divorced,tertiary,yes,no,no
43,technician,married,secondary,yes,no,no
35,blue-collar,single,secondary,yes,no,no
40,technician,married,secondary,no,no,no
42,blue-collar,married,primary,yes,no,no
51,blue-collar,married,primary,no,no,no
46,management,married,secondary,no,no,no
40,blue-collar,divorced,primary,yes,yes,no
51,housemaid,married,unknown,no,no,no
24,self-employed,single,tertiary,yes,no,no
31,technician,married,tertiary,no,no,no
41,entrepreneur,married,primary,no,no,no
34,technician,single,secondary,no,no,no
31,blue-collar,married,primary,yes,no,no
31,management,single,tertiary,no,no,no
52,retired,divorced,primary,no,no,no
38,blue-collar,married,secondary,yes,no,no
31,blue-collar,married,secondary,yes,no,no
34,admin.,married,secondary,yes,no,no
22,student,single,unknown,no,no,no
60,services,married,secondary,yes,no,no
28,blue-collar,married,secondary,yes,no,no
31,admin.,married,secondary,yes,no,no
32,management,married,tertiary,no,yes,no
77,retired,married,primary,no,no,no
70,retired,married,primary,no,no,no
29,services,married,tertiary,yes,no,no
34,management,married,tertiary,no,yes,no
38,blue-collar,divorced,primary,yes,no,no
45,blue-collar,married,secondary,yes,yes,no
40,management,married,secondary,no,no,no
34,blue-collar,married,secondary,yes,no,no
30,technician,divorced,secondary,yes,no,no
56,management,divorced,tertiary,no,no,no
50,technician,married,secondary,yes,no,no
53,technician,married,tertiary,yes,no,no
48,unknown,married,unknown,no,no,no
53,entrepreneur,married,secondary,yes,no,no
27,technician,single,secondary,yes,yes,no
46,blue-collar,married,secondary,no,no,no
54,retired,married,primary,yes,yes,no
36,blue-collar,married,secondary,no,yes,no
31,technician,single,tertiary,no,no,no
58,technician,married,secondary,no,no,no
48,services,divorced,primary,no,yes,no
29,services,married,secondary,yes,no,no
57,management,divorced,unknown,no,no,no
37,admin.,married,secondary,yes,no,no
53,management,married,secondary,yes,no,no
58,management,married,secondary,no,no,no
33,admin.,married,secondary,yes,no,no
38,management,married,tertiary,no,no,no
28,blue-collar,single,secondary,yes,no,no
28,admin.,single,secondary,no,yes,no
37,management,single,tertiary,yes,yes,no
27,management,single,tertiary,yes,no,no
36,technician,married,tertiary,no,no,no
53,services,married,secondary,yes,no,no
26,services,single,secondary,no,no,no
59,unemployed,single,secondary,no,no,no
31,technician,single,secondary,no,no,no
59,management,married,primary,yes,no,no
40,blue-collar,divorced,secondary,yes,no,no
27,technician,married,secondary,no,yes,no
32,services,married,secondary,yes,yes,no
42,entrepreneur,married,tertiary,no,no,no
43,services,married,secondary,yes,no,no
53,self-employed,married,tertiary,no,yes,no
30,services,single,secondary,yes,no,no
53,admin.,divorced,secondary,yes,no,no
53,technician,divorced,secondary,no,no,no
57,management,married,tertiary,yes,no,no
33,technician,married,secondary,no,no,no
38,technician,married,secondary,yes,no,no
33,student,single,unknown,no,no,no
42,management,divorced,secondary,no,no,no
32,blue-collar,single,secondary,yes,yes,no
42,technician,married,secondary,no,no,no
41,technician,married,secondary,yes,yes,no
35,technician,married,tertiary,yes,no,no
48,entrepreneur,married,secondary,yes,no,no
24,management,single,secondary,no,no,no
59,blue-collar,married,secondary,yes,no,no
45,blue-collar,married,primary,no,no,no
39,admin.,divorced,secondary,yes,no,no
46,management,married,tertiary,yes,no,no
38,entrepreneur,married,tertiary,yes,no,no
30,management,single,tertiary,no,no,no
52,technician,married,tertiary,no,yes,no
42,management,divorced,tertiary,yes,no,no
46,self-employed,divorced,secondary,no,no,no
33,management,single,tertiary,no,no,no
52,retired,married,secondary,no,no,no
49,self-employed,married,tertiary,yes,no,no
59,management,single,tertiary,yes,no,no
58,management,divorced,primary,no,no,no
26,technician,single,tertiary,yes,no,no
41,management,married,tertiary,no,no,no
41,blue-collar,married,secondary,yes,no,no
39,technician,married,secondary,yes,no,no
27,housemaid,married,primary,yes,no,no
47,self-employed,married,secondary,no,no,no
52,retired,married,tertiary,no,yes,no
37,technician,married,secondary,yes,no,no
38,blue-collar,married,secondary,yes,no,no
42,technician,single,tertiary,yes,yes,no
41,technician,married,secondary,no,no,no
46,entrepreneur,married,secondary,no,no,no
40,services,divorced,secondary,no,no,no
41,student,single,secondary,yes,no,no
60,retired,married,tertiary,yes,no,no
59,retired,married,unknown,no,no,no
59,retired,married,primary,no,no,no
28,blue-collar,single,primary,yes,yes,no
45,admin.,single,secondary,yes,yes,no
31,blue-collar,divorced,primary,yes,no,no
31,unemployed,single,tertiary,yes,no,no
46,unknown,married,unknown,no,no,no
51,self-employed,married,secondary,no,no,no
37,admin.,married,secondary,no,no,no
40,services,married,secondary,yes,no,no
31,blue-collar,single,secondary,yes,no,no
38,blue-collar,married,primary,yes,no,no
39,technician,single,secondary,no,no,no
29,services,married,secondary,yes,no,no
65,retired,married,primary,no,no,no
26,admin.,single,secondary,yes,no,no
44,admin.,married,secondary,no,no,no
27,management,single,tertiary,yes,no,no
35,management,married,tertiary,no,no,no
36,admin.,single,secondary,yes,no,no
36,management,single,tertiary,yes,no,no
24,blue-collar,single,secondary,yes,no,no
33,management,single,tertiary,yes,no,no
53,management,single,tertiary,yes,no,no
45,services,married,secondary,yes,yes,no
37,technician,married,secondary,yes,no,no
60,blue-collar,divorced,primary,yes,no,no
30,management,single,tertiary,yes,no,no
37,blue-collar,married,primary,yes,no,no
34,unemployed,married,secondary,yes,no,no
28,blue-collar,married,secondary,yes,no,no
44,technician,single,secondary,no,yes,no
34,management,married,tertiary,yes,no,no
70,retired,married,primary,no,no,no
38,management,single,tertiary,no,yes,no
32,admin.,single,secondary,yes,no,no
39,entrepreneur,married,tertiary,yes,yes,no
38,technician,divorced,secondary,yes,no,no
36,housemaid,divorced,tertiary,yes,no,no
32,blue-collar,single,tertiary,yes,no,no
34,technician,single,secondary,yes,no,no
49,management,married,tertiary,yes,no,no
45,management,married,tertiary,no,no,no
24,admin.,married,secondary,yes,no,no
47,management,married,tertiary,no,no,no
36,management,married,tertiary,no,no,no
25,services,married,secondary,yes,no,no
30,admin.,single,secondary,no,yes,no
29,unemployed,single,tertiary,yes,no,no
27,services,married,secondary,yes,no,no
57,admin.,married,secondary,no,no,no
38,self-employed,divorced,secondary,yes,no,no
43,blue-collar,married,secondary,yes,no,no
35,management,single,secondary,yes,no,no
38,management,married,tertiary,no,no,no
71,retired,married,secondary,no,no,no
